Status,DAMS_ARK,New Predicate,Clean_Label (used for reconciliation can probably be deleted),Action,clustering label,clustering id,MARC_tag,Sample_Object_ARK,Object_Counts
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb11277557,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb17757828,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb1264264k,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb97963468,49
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb1537238b,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb54963083,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb23904764,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb6178581k,3
original matched FAST,http://library.ucsd.edu/ark:/20775/bb26294725,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb4438069d,2
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb2902425p,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb4472183r,3
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb2936697s,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb5223050f,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb3039022k,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb50863933,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb3175563g,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb90111617,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb35509849,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb6929416m,3
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb3653372p,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb5393561p,2
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb3824020v,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb7475516w,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb44041451,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb4028389z,11
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb4438389q,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb31414616,1380
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb46096294,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb3653989g,4
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb4677200j,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb03768122,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb4711412j,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb9659845c,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb48137960,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb37211699,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb4950314x,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb1229672c,3
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb5496383c,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb9693946c,37
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb5769442h,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb90111617,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb5871817v,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb4096619r,6
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb59741404,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb03768122,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb6929767w,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb66222713,24
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7271079r,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb03768122,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb76465799,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb25266400,3
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7919614d,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb71000627,3
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb79537628,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb77142229,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb8192653h,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb40966213,8
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb8329178r,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb63150732,5
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb8397434x,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb7373111b,11
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb8397441v,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb9455053w,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb8466319w,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb3653989g,4
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb8738743r,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb68270264,4
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb8806919p,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb8431320h,3
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb9557873m,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb6417283m,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb96943751,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb9762199j,70
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb9864958v,dams:geographic,San Diego,LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb03768122,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb7340171v,dams:corporateName,San Diego & Arizona Eastern Railway Company,VIAF,San Diego & Arizona Eastern Railway Company,http://viaf.org/viaf/150177763,110,http://library.ucsd.edu/dc/object/bb2834269d,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb98657905,dams:corporateName,San Diego & Arizona Eastern Railway Company,VIAF,San Diego & Arizona Eastern Railway Company,http://viaf.org/viaf/150177763,110,http://library.ucsd.edu/dc/object/bb1162639b,18
original matched FAST,http://library.ucsd.edu/ark:/20775/bb3142180q,dams:corporateName,San Diego & Arizona Railway,VIAF,San Diego & Arizona Railway,http://viaf.org/viaf/141183611,110,http://library.ucsd.edu/dc/object/bb44391216,28
original matched FAST,http://library.ucsd.edu/ark:/20775/bb86371109,dams:corporateName,San Diego & Arizona Railway,VIAF,San Diego & Arizona Railway,http://viaf.org/viaf/141183611,110,http://library.ucsd.edu/dc/object/bb2834269d,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb0922971d,dams:geographic,San Diego (Calif.),LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb19123217,2
original matched FAST,http://library.ucsd.edu/ark:/20775/bb13324509,dams:geographic,San Diego (Calif.),LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb64858499,1566
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb1503194x,dams:geographic,San Diego (Calif.),LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb84995441,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb1912753h,dams:geographic,San Diego (Calif.),LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb90111617,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb2322301w,dams:geographic,San Diego (Calif.),LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb1400353s,3
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb23905574,dams:geographic,San Diego (Calif.),LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb4096639q,3
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb2492954j,dams:geographic,San Diego (Calif.),LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb0342346j,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb27659865,dams:geographic,San Diego (Calif.),LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb9659834c,24
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb3892288m,dams:geographic,San Diego (Calif.),LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb92502751,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb4472488p,dams:geographic,San Diego (Calif.),LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb6144555d,181
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb5632921w,dams:geographic,San Diego (Calif.),LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb1639266x,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb79879420,dams:geographic,San Diego (Calif.),LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb1980683b,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb8806993f,dams:geographic,San Diego (Calif.),LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb9864597g,31
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb9114089g,dams:geographic,San Diego (Calif.),LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb58033168,776
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb9728431t,dams:geographic,San Diego (Calif.),LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb6656576t,1256
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb0069777x,dams:geographic,San Diego (Calif.),LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb0001140k,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb0342819w,dams:geographic,San Diego (Calif.),LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb7885181n,7
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb15373666,dams:geographic,San Diego (Calif.),LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb2287846n,2
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb1776307m,dams:geographic,San Diego (Calif.),LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb55647135,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb2219969s,dams:geographic,San Diego (Calif.),LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb19465491,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb33121291,dams:geographic,San Diego (Calif.),LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb64517052,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb51892806,dams:geographic,San Diego (Calif.),LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb0990917f,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7612510z,dams:geographic,San Diego (Calif.),LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb18782876,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb9182488k,dams:geographic,San Diego (Calif.),LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb41991261,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb9899221v,dams:geographic,San Diego (Calif.),LoC,San Diego (Calif.),http://id.loc.gov/authorities/names/n79056560,151,http://library.ucsd.edu/dc/object/bb76803939,2
original no match,http://library.ucsd.edu/ark:/20775/bb64520327,dams:corporateName,San Diego and Pacific Beach Railway,,,,,http://library.ucsd.edu/dc/object/bb4676807f,1
original matched FAST,http://library.ucsd.edu/ark:/20775/bb0206299v,dams:geographic,San Diego Bay (Calif.),LoC,San Diego Bay (Calif.),http://id.loc.gov/authorities/subjects/sh88007948,151,http://library.ucsd.edu/dc/object/bb4540427n,2
original matched FAST,http://library.ucsd.edu/ark:/20775/bb6656866p,dams:geographic,San Diego Bay (Calif.),LoC,San Diego Bay (Calif.),http://id.loc.gov/authorities/subjects/sh88007948,151,http://library.ucsd.edu/dc/object/bb1673508f,432
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb87046132,dams:geographic,San Diego Bay (Calif.),LoC,San Diego Bay (Calif.),http://id.loc.gov/authorities/subjects/sh88007948,151,http://library.ucsd.edu/dc/object/bb32092153,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb0342819w,dams:geographic,San Diego Bay (Calif.),LoC,San Diego Bay (Calif.),http://id.loc.gov/authorities/subjects/sh88007948,151,http://library.ucsd.edu/dc/object/bb7885181n,7
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb4643198s,dams:geographic,San Diego Bay (Calif.),LoC,San Diego Bay (Calif.),http://id.loc.gov/authorities/subjects/sh88007948,151,http://library.ucsd.edu/dc/object/bb7441485h,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb58718814,dams:geographic,San Diego Bay (Calif.),LoC,San Diego Bay (Calif.),http://id.loc.gov/authorities/subjects/sh88007948,151,http://library.ucsd.edu/dc/object/bb7202571m,4
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb6076662d,dams:geographic,San Diego Bay (Calif.),LoC,San Diego Bay (Calif.),http://id.loc.gov/authorities/subjects/sh88007948,151,http://library.ucsd.edu/dc/object/bb4847601d,4
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb8807058g,dams:geographic,San Diego Bay (Calif.),LoC,San Diego Bay (Calif.),http://id.loc.gov/authorities/subjects/sh88007948,151,http://library.ucsd.edu/dc/object/bb4608689m,25
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb88070590,dams:geographic,San Diego Bay (Calif.),LoC,San Diego Bay (Calif.),http://id.loc.gov/authorities/subjects/sh88007948,151,http://library.ucsd.edu/dc/object/bb6758878c,10
